_id,Nº/ANO,FATO,FATO AGRUPADO,DATA DO FATO,HORA DO FATO,UF,MUNICÍPIO,CÓDIGO IBGE,BAIRRO,SUBTIPO_VIOLENCIA_DOMESTICA,TENTADO,ENVOLVE_VD,DESC_MEDIDA_PROTETIVA,ANO,MES
2383,237/2021 - DP-RIO VERDE,"POSSE IRREGULAR DE ARMA DE FOGO DE USO PERMITIDO, HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE, HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE, NA FORMA TENTADA, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",13/04/2021,17:30:00,MS,Rio Verde De Mato Grosso,5007406,NOVA RIO VERDE,VIOLENCIA DOMESTICA TENTADO,True,True,False,2021,4
2449,728/2021 - 1DP-CORUMBA,"FEMINICIDIO - REVOGADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",21/02/2021,01:45:00,MS,Ladário,5005202,ALTA FLORESTA II,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2021,2
2466,98/2021 - DAM-TRÊS LAGOAS,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",05/02/2021,11:00:00,MS,Três Lagoas,5008305,COLINOS,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2021,2
2473,87/2021 - DAM-TRÊS LAGOAS,"POSSE IRREGULAR DE ARMA DE FOGO DE USO PERMITIDO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",03/02/2021,09:30:00,MS,Três Lagoas,5008305,,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2021,2
2519,1510/2020 - DP-MUNDO NOVO,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO MAJORADO, SE PRATICADO CONTRA PESSOA MAIOR DE 60 (SESSENTA) ANOS, COM DEFICIENCIA OU COM DOENÇAS DEGENERATIVAS QUE ACARRETEM CONDIÇAO LIMITANTE OU DE VULNERABILIDADE FISICA OU MENTAL - REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS",24/12/2020,18:00:00,MS,Japorã,5004809,,VIOLENCIA DOMESTICA MAJORADO,False,True,False,2020,12
2527,7048/2020 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",19/12/2020,03:15:00,MS,Campo Grande,5002704,CONJUNTO RESIDENCIAL MATA DO JACINTO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2020,12
2551,6764/2020 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",04/12/2020,21:00:00,MS,Campo Grande,5002704,PARQUE DO LAGEADO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2020,12
2560,6665/2020 - 1DEAM,"MORTE POR CAUSA INDETERMINADA (SEM INDICIO DE CRIME), INCENDIO QUALIFICADO (VIOLENCIA DOMESTICA), FEMINICIDIO - REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FATOS ATIPICOS, VIOLENCIA DOMESTICA, INCENDIO, FATOS TIPICOS, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",30/11/2020,00:30:00,MS,Campo Grande,5002704,TARCILA DO AMARAL,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2020,11
2572,2587/2020 - DEPAC-TL,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",23/11/2020,02:45:00,MS,Três Lagoas,5008305,,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2020,11
2593,1246/2020 - DP-AMAMBAI,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",08/11/2020,23:00:00,MS,Amambai,5000609,ZONA RURAL,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2020,11
2636,5405/2020 - DEPAC-DDOS,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",11/10/2020,13:30:00,MS,Dourados,5003702,,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2020,10
2647,773/2020 - DP-ANASTACIO,"SUICIDIO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",04/10/2020,00:30:00,MS,Anastácio,5000708,CENTRO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2020,10
2652,5342/2020 - DEPAC-CEPOL-CG,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",29/09/2020,00:45:00,MS,Campo Grande,5002704,JARDIM COLIBRI,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2020,9
2666,1029/2020 - DP-AMAMBAI,"LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA), HOMICIDIO QUALIFICADO POR MOTIVO FUTIL","DOS CRIMES CONTRA A PESSOA, LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",20/09/2020,01:30:00,MS,Coronel Sapucaia,5003157,,VIOLENCIA DOMESTICA,False,True,False,2020,9
2676,627/2020 - DP-BONITO,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",08/09/2020,04:00:00,MS,Bonito,5002209,VILA MACHADO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2020,9
2677,709/2020 - DP-NOVA ALVORADA,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",07/09/2020,13:00:00,MS,Nova Alvorada Do Sul,5006002,CENTRO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2020,9
2717,2683/2020 - 1DP-CORUMBA,"SUICIDIO, HOMICIDIO SIMPLES (VIOLENCIA DOMESTICA), HOMICIDIO SIMPLES NA FORMA TENTADA (VIOLENCIA DOMESTICA)","MORTE DECORRENTE DE FATO ATIPICO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, VIOLENCIA DOMESTICA, FATOS TIPICOS, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS, VIOLENCIA DOMESTICA",27/07/2020,07:40:00,MS,Corumbá,5003207,CENTRO,VIOLENCIA DOMESTICA TENTADO,True,True,False,2020,7
2755,833/2020 - DP-CHAPADÃO,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",26/06/2020,19:00:00,MS,Chapadão Do Sul,5002951,,VIOLENCIA DOMESTICA TENTADO,True,True,False,2020,6
2770,3391/2020 - DEPAC-CEPOL-CG,"HOMICIDIO SIMPLES, LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA)","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, DOS CRIMES CONTRA A PESSOA, LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS",12/06/2020,16:50:00,MS,Campo Grande,5002704,NUCLEO HABITACIONAL BURITI,VIOLENCIA DOMESTICA,False,True,False,2020,6
2802,758/2020 - 1DP-PARANAIBA,"PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO, HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, AMEACA (VIOLENCIA DOMESTICA), VIOLACAO DE DOMICILIO, QUALIFICADO SE O CRIME E COMETIDO DURANTE A NOITE, OU EM LUGAR ERMO, OU COM O EMPREGO DE VIOLENCIA OU DE ARMA, OU POR DUAS OU MAIS PESSOAS, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO","FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, VIOLENCIA DOMESTICA, FATOS TIPICOS, AMEAÇA, FATOS TIPICOS, VIOLAÇAO DE DOMICILIO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, FEMINICIDIO, PROJETO ACOLHIDA",14/05/2020,17:45:00,MS,Paranaíba,5006309,CENTRO,VIOLENCIA DOMESTICA MAJORADO,False,True,False,2020,5
2808,574/2020 - DP-COSTA RICA,"SUICIDIO, HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",11/05/2020,19:40:00,MS,Costa Rica,5003256,CENTRO,VIOLENCIA DOMESTICA TENTADO,True,True,False,2020,5
2812,396/2020 - DP-ANASTACIO,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",09/05/2020,04:45:00,MS,Anastácio,5000708,CRISTO REI,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2020,5
2820,2502/2020 - 1DEAM,"DESTRUICAO, SUBTRACAO OU OCULTACAO DE CADAVER, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FATOS TIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",01/05/2020,13:48:00,MS,Campo Grande,5002704,MORADA VERDE,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2020,5
2826,668/2020 - 1DP-AQUIDAUANA,"LESAO CORPORAL DOLOSA, DESACATO, PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO, HOMICIDIO SIMPLES NA FORMA TENTADA, HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, VIAS DE FATO (VIOLENCIA DOMESTICA)","LESAO CORPORAL DOLOSA, FATOS TIPICOS, FATOS TIPICOS, FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS, VIOLENCIA DOMESTICA",29/04/2020,02:30:00,MS,Aquidauana,5001102,GUANANDY,VIOLENCIA DOMESTICA TENTADO,True,True,False,2020,4
2853,16067/2020 - DEVIR,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",14/04/2020,00:40:00,MS,Campo Grande,5002704,PARQUE DO LAGEADO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2020,4
2857,2100/2020 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",09/04/2020,16:55:00,MS,Campo Grande,5002704,NUCLEO HABITACIONAL UNIVERSITARIAS,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2020,4
2880,136/2020 - DAM-PONTA PORÃ,"HOMICIDIO SIMPLES, LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA), DESCUMPRIR DECISAO JUDICIAL QUE DEFERE MEDIDAS PROTETIVAS DE URGENCIA PREVISTAS NESTA LEI","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, DOS CRIMES CONTRA A PESSOA, LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, FATOS TIPICOS",24/03/2020,22:40:00,MS,Ponta Porã,5006606,ZONA RURAL,VIOLENCIA DOMESTICA,False,True,True,2020,3
2913,1345/2020 - 1DEAM,"HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE, NA FORMA TENTADA, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, FATOS TIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",29/02/2020,23:50:00,MS,Campo Grande,5002704,LOTEAMENTO NOVA SERRANA,VIOLENCIA DOMESTICA TENTADO,True,True,False,2020,2
2934,1138/2020 - 1DEAM,"HOMICIDIO SIMPLES, AMEACA (VIOLENCIA DOMESTICA), VIOLACAO DE DOMICILIO (VIOLENCIA DOMESTICA), DESCUMPRIR DECISAO JUDICIAL QUE DEFERE MEDIDAS PROTETIVAS DE URGENCIA PREVISTAS NESTA LEI","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, VIOLENCIA DOMESTICA, FATOS TIPICOS, AMEAÇA, FATOS TIPICOS, FATOS TIPICOS",20/02/2020,16:30:00,MS,Campo Grande,5002704,VILA CARVALHO,VIOLENCIA DOMESTICA,False,True,True,2020,2
2936,14/2020 - DAM-FATIMA DO SUL,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",20/02/2020,04:30:00,MS,Fátima Do Sul,5003801,CENTRO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2020,2
2943,93/2020 - DP-IGUATEMI,"LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA), HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO DOLOSO MAJORADO, SE O CRIME É PRATICADO CONTRA PESSOA MENOR DE 14 (QUATORZE) OU MAIOR DE 60 (SESSENTA)","DOS CRIMES CONTRA A PESSOA, LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS",16/02/2020,22:20:00,MS,Iguatemi,5004304,ZONA RURAL,VIOLENCIA DOMESTICA MAJORADO,False,True,False,2020,2
2970,394/2020 - 1DEAM,"PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO, SUICIDIO (TENTATIVA), FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",18/01/2020,09:10:00,MS,Campo Grande,5002704,CARANDA BOSQUE,VIOLENCIA DOMESTICA TENTADO,True,True,False,2020,1
2986,15/2020 - 1DP-JARDIM,"SUICIDIO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",02/01/2020,15:00:00,MS,Jardim,5005004,VILA ANGELICA,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2020,1
3007,3928/2019 - 1DP-PONTA PORÃ,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FURTO (VIOLENCIA DOMESTICA)","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, VIOLENCIA DOMESTICA",23/12/2019,00:00:00,MS,Ponta Porã,5006606,ZONA RURAL,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2019,12
3018,425/2019 - DAM-NOVA ANDRADINA,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",14/12/2019,01:00:00,MS,Nova Andradina,5006200,SAO VICENTE DE PAULA,VIOLENCIA DOMESTICA TENTADO,True,True,False,2019,12
3020,378/2019 - DAM-COXIM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",12/12/2019,00:01:00,MS,Corumbá,5003207,,VIOLENCIA DOMESTICA TENTADO,True,True,False,2019,12
3029,15045/2019 - DEPAC-PIRATININGA-CG,"LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA), HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","DOS CRIMES CONTRA A PESSOA, LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",06/12/2019,22:19:00,MS,Campo Grande,5002704,,VIOLENCIA DOMESTICA,False,True,False,2019,12
3069,819/2019 - DP-CAMAPUÃ,"HOMICIDIO SIMPLES, FURTO, HOMICIDIO SIMPLES NA FORMA TENTADA, HOMICIDIO SIMPLES NA FORMA TENTADA (VIOLENCIA DOMESTICA)","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FURTO, FATOS TIPICOS, FURTO (SEM ART. 155, § 3° DO CP), HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS, VIOLENCIA DOMESTICA",08/11/2019,02:00:00,MS,Camapuã,5002605,CHACARAS BRILHANTE BLOCO UM,VIOLENCIA DOMESTICA TENTADO,True,True,False,2019,11
3083,1765/2019 - DP-MARACAJU,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",26/10/2019,03:30:00,MS,Maracaju,5005400,PARAGUAI,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2019,10
3085,2252/2019 - 1DP-AQUIDAUANA,"HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, AMEACA (VIOLENCIA DOMESTICA)","HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, VIOLENCIA DOMESTICA, FATOS TIPICOS, AMEAÇA",24/10/2019,21:40:00,MS,Aquidauana,5001102,OVIDIO COSTA DOIS,VIOLENCIA DOMESTICA,False,True,False,2019,10
3101,2365/2019 - 1DP-PARANAIBA,"HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",05/10/2019,20:20:00,MS,Paranaíba,5006309,CENTRO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2019,10
3150,1726/2019 - 1DP-AQUIDAUANA,"SUICIDIO (TENTATIVA), FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",27/08/2019,19:30:00,MS,Aquidauana,5001102,NOVA AQUIDAUANA,VIOLENCIA DOMESTICA TENTADO,True,True,False,2019,8
