_id,Nº/ANO,FATO,FATO AGRUPADO,DATA DO FATO,HORA DO FATO,UF,MUNICÍPIO,CÓDIGO IBGE,BAIRRO,SUBTIPO_VIOLENCIA_DOMESTICA,TENTADO,ENVOLVE_VD,DESC_MEDIDA_PROTETIVA,ANO,MES
1387,104/2023 - DP-JAPORA,"HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, AMEACA (VIOLENCIA DOMESTICA)","HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, VIOLENCIA DOMESTICA, FATOS TIPICOS, AMEAÇA",24/04/2023,03:30:00,MS,Japorã,5004809,CENTRO,VIOLENCIA DOMESTICA,False,True,False,2023,4
1399,204/2023 - DP-ELDORADO,"COMERCIO ILEGAL DE ARMA DE FOGO, HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO POR MOTIVO FUTIL NA FORMA TENTADA, LESAO CORPORAL, SE A LESAO FOR PRATICADA CONTRA A MULHER, POR RAZOES DA CONDIÇAO DO SEXO FEMININO (VIOLENCIA DOMESTICA)","FATOS TIPICOS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS, VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA",16/04/2023,08:50:00,MS,Eldorado,5003751,CENTRO,VIOLENCIA DOMESTICA TENTADO,True,True,False,2023,4
1460,181/2023 - 1DP-FATIMA DO SUL,"HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",25/02/2023,22:40:00,MS,Fátima Do Sul,5003801,CENTRO,VIOLENCIA DOMESTICA TENTADO,True,True,False,2023,2
1489,158/2023 - DP-IVINHEMA,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",04/02/2023,19:00:00,MS,Ivinhema,5004700,VITORIA,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2023,2
1512,15/2023 - DP-ALCINOPOLIS,"HOMICIDIO SIMPLES, PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO, LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA)","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, DOS CRIMES CONTRA A PESSOA, LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS",15/01/2023,01:30:00,MS,Alcinópolis,5000252,,VIOLENCIA DOMESTICA,False,True,False,2023,1
1518,276/2023 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",13/01/2023,16:40:00,MS,Campo Grande,5002704,SAO FRANCISCO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2023,1
1548,8334/2022 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",21/12/2022,06:00:00,MS,Campo Grande,5002704,JARDIM COLUMBIA,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2022,12
1583,7758/2022 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",27/11/2022,20:30:00,MS,Campo Grande,5002704,CENTRO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2022,11
1604,7406/2022 - 1DEAM,"ESTUPRO (VIOLENCIA DOMESTICA), FEMINICIDIO - REVOGADO","ESTUPRO, FATOS TIPICOS, VIOLENCIA DOMESTICA, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",13/11/2022,03:00:00,MS,Campo Grande,5002704,JARDIM CENTRO OESTE,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2022,11
1684,6266/2022 - 1DEAM,"HOMICIDIO SIMPLES NA FORMA TENTADA, HOMICIDIO SIMPLES NA FORMA TENTADA (VIOLENCIA DOMESTICA), FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, ABORTO PROVOCADO POR TERCEIRO SEM O CONSENTIMENTO DA GESTANTE, NA FORMA TENTADA","HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS, VIOLENCIA DOMESTICA, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS",23/09/2022,18:40:00,MS,Campo Grande,5002704,JARDIM CORCOVADO,VIOLENCIA DOMESTICA TENTADO,True,True,False,2022,9
1687,2027/2022 - 1DP-NAVIRAÍ,"HOMICIDIO SIMPLES, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",19/09/2022,01:45:00,MS,Navirai,5005707,VILA PRIMAVERA,VIOLENCIA DOMESTICA TENTADO,True,True,False,2022,9
1708,1111/2022 - DP-AMAMBAI,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",05/09/2022,17:00:00,MS,Amambai,5000609,,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2022,9
1733,930/2022 - DP-AMAMBAI,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",02/08/2022,16:30:00,MS,Amambai,5000609,,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2022,8
1736,159/2022 - DP-PARANHOS,"HOMICIDIO SIMPLES, HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",30/07/2022,23:40:00,MS,Paranhos,5006358,ZONA RURAL,VIOLENCIA DOMESTICA TENTADO,True,True,False,2022,7
1743,5020/2022 - 1DEAM,"DESTRUICAO, SUBTRACAO OU OCULTACAO DE CADAVER, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FATOS TIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",28/07/2022,07:00:00,MS,Campo Grande,5002704,VILA SILVIA REGINA,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2022,7
1752,4880/2022 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",21/07/2022,14:00:00,MS,Rochedo,5007505,CENTRO,VIOLENCIA DOMESTICA TENTADO,True,True,False,2022,7
1788,2693/2022 - 1DP-CORUMBA,"FAVORECIMENTO PESSOAL, SUICIDIO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FATOS TIPICOS, MORTE DECORRENTE DE FATO ATIPICO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",22/06/2022,00:35:00,MS,Corumbá,5003207,POPULAR NOVA,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2022,6
1824,3583/2022 - 1DEAM,"DESTRUICAO, SUBTRACAO OU OCULTACAO DE CADAVER, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FATOS TIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",27/05/2022,01:00:00,MS,Campo Grande,5002704,TIRADENTES,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2022,5
1828,310/2022 - DP-TERENOS,"HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO","HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, FEMINICIDIO, PROJETO ACOLHIDA",22/05/2022,23:00:00,MS,Terenos,5008008,,VIOLENCIA DOMESTICA MAJORADO,False,True,False,2022,5
1842,3297/2022 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",13/05/2022,21:30:00,MS,Campo Grande,5002704,VILA NEUSA,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2022,5
1879,2618/2022 - 1DEAM,"HOMICIDIO SIMPLES, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",16/04/2022,03:43:00,MS,Campo Grande,5002704,CENTRO OESTE,VIOLENCIA DOMESTICA TENTADO,True,True,False,2022,4
1930,571/2022 - DEPAC-TL,"POSSE IRREGULAR DE ARMA DE FOGO DE USO PERMITIDO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",06/03/2022,16:30:00,MS,Três Lagoas,5008305,SANTA LUZIA,VIOLENCIA DOMESTICA TENTADO,True,True,False,2022,3
1970,841/2022 - DEPAC-CEPOL-CG,"DESTRUICAO, SUBTRACAO OU OCULTACAO DE CADAVER, MORTE POR CAUSA INDETERMINADA (SEM INDICIO DE CRIME), FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FATOS TIPICOS, MORTE DECORRENTE DE FATO ATIPICO, FATOS ATIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",06/02/2022,10:00:00,MS,Campo Grande,5002704,ZONA RURAL AREA 2 - RU DO SEGREDO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2022,2
1984,237/2022 - 6DP-CG,"FAVORECIMENTO PESSOAL, TORTURA, SE RESULTA EM MORTE, SEQUESTRO E CARCERE PRIVADO, SE RESULTA A VITIMA, EM RAZAO DE MAUS-TRATOS OU DA NATUREZA DA DETENÇAO, GRAVE SOFRIMENTO FISICO OU MORAL, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FATOS TIPICOS, TORTURA, FATOS TIPICOS, SEQUESTRO E CARCERE PRIVADO, FATOS TIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",26/01/2022,00:51:00,MS,Campo Grande,5002704,PORTAL CAIOBA,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2022,1
1990,176/2022 - 1DP-NOVA ANDRADINA,"MORTE POR CAUSA INDETERMINADA (SEM INDICIO DE CRIME), FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FATOS ATIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",23/01/2022,17:20:00,MS,Nova Andradina,5006200,,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2022,1
1994,51/2022 - DP-BELA VISTA,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, AMEACA (VIOLENCIA DOMESTICA), DESCUMPRIR DECISAO JUDICIAL QUE DEFERE MEDIDAS PROTETIVAS DE URGENCIA PREVISTAS NESTA LEI","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, VIOLENCIA DOMESTICA, FATOS TIPICOS, AMEAÇA, FATOS TIPICOS",22/01/2022,02:00:00,MS,Bela Vista,5002100,,VIOLENCIA DOMESTICA,False,True,True,2022,1
2001,65/2022 - DP-ANASTACIO,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",15/01/2022,17:00:00,MS,Anastácio,5000708,CENTRO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2022,1
2010,51/2022 - DP-RIBAS RIO PARDO,"AMEACA (VIOLENCIA DOMESTICA), FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","VIOLENCIA DOMESTICA, FATOS TIPICOS, AMEAÇA, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",09/01/2022,02:09:00,MS,Ribas Do Rio Pardo,5007109,SAO SEBASTIAO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2022,1
2033,357/2021 - DP-SETE QUEDAS,"LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA), ESTUPRO (VIOLENCIA DOMESTICA), LESAO CORPORAL SEGUIDA DE MORTE (VIOLENCIA DOMESTICA)","DOS CRIMES CONTRA A PESSOA, LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, ESTUPRO, FATOS TIPICOS, VIOLENCIA DOMESTICA, LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS",25/12/2021,22:00:00,MS,Sete Quedas,5007703,,VIOLENCIA DOMESTICA,False,True,False,2021,12
2048,787/2021 - DAM-TRÊS LAGOAS,"SUICIDIO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",21/12/2021,12:00:00,MS,Três Lagoas,5008305,,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2021,12
2063,931/2021 - DP-NOVA ALVORADA,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",12/12/2021,00:15:00,MS,Nova Alvorada Do Sul,5006002,CENTRO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2021,12
2068,7489/2021 - 1DEAM,"HOMICIDIO SIMPLES NA FORMA TENTADA, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",07/12/2021,23:30:00,MS,Campo Grande,5002704,COOPHATRABALHO,VIOLENCIA DOMESTICA TENTADO,True,True,False,2021,12
2071,2527/2021 - 1DP-PONTA PORÃ,"SUICIDIO, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",05/12/2021,02:00:00,MS,Ponta Porã,5006606,RESIDENCIAL KAMEL SAAD,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2021,12
2152,413/2021 - DP-ITAQUIRAI,"POSSE IRREGULAR DE ARMA DE FOGO DE USO PERMITIDO, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, NA FORMA TENTADA, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",07/10/2021,20:00:00,MS,Itaquiraí,5004601,,VIOLENCIA DOMESTICA TENTADO,True,True,False,2021,10
2165,1023/2021 - DP-COSTA RICA,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",28/09/2021,23:30:00,MS,Costa Rica,5003256,CENTRO,VIOLENCIA DOMESTICA TENTADO,True,True,False,2021,9
2236,391/2021 - DP-IGUATEMI,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",09/08/2021,06:30:00,MS,Iguatemi,5004304,,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2021,8
2249,397/2021 - DP-SONORA,"DESTRUICAO, SUBTRACAO OU OCULTACAO DE CADAVER, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FRAUDE PROCESSUAL, SE A INOVAÇAO SE DESTINA A PRODUZIR EFEITO EM PROCESSO PENAL, AINDA QUE NAO INICIADO, AS PENAS APLICAM-SE EM DOBRO","FATOS TIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS",02/08/2021,11:30:00,MS,Sonora,5007935,CENTRO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2021,8
2272,1187/2021 - DEPAC-TL,"LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA), FEMINICIDIO - REVOGADO","DOS CRIMES CONTRA A PESSOA, LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",10/07/2021,06:50:00,MS,Três Lagoas,5008305,JARDIM NOVA IPANEMA,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2021,7
2281,2714/2021 - DEPAC-DDOS,"SUICIDIO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",04/07/2021,10:30:00,MS,Dourados,5003702,,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2021,7
2299,232/2021 - DP-GLÓRIA DOURADOS,"SUICIDIO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",21/06/2021,01:20:00,MS,Glória De Dourados,5004007,CENTRO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2021,6
2340,464/2021 - 1DP-BATAGUASSU,"PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",14/05/2021,15:00:00,MS,Bataguassu,5001904,JARDIM SAO FRANCISCO DE ASSIS,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2021,5
2349,909/2021 - 1DP-PONTA PORÃ,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",04/05/2021,07:10:00,MS,Ponta Porã,5006606,CENTRO,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2021,5
2355,197/2021 - DP-BATAYPORÃ,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",29/04/2021,00:00:00,MS,Batayporã,5002001,,VIOLENCIA DOMESTICA (LEGISLAÇÃO REVOGADA),False,True,False,2021,4
