_id,Nº/ANO,FATO,FATO AGRUPADO,DATA DO FATO,HORA DO FATO,UF,MUNICÍPIO,CÓDIGO IBGE,BAIRRO
4937,1562/2016 - DEPAC-TL,"HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO","CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS",23/04/2016,01:00:00,MS,TRÊS LAGOAS,5008305,""
4938,589/2016 - DP-AMAMBAI,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",22/04/2016,23:45:00,MS,AMAMBAI,5000609,""
4939,5025/2016 - DEPAC-PIRATININGA-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",22/04/2016,23:40:00,MS,CAMPO GRANDE,5002704,UNIVERSITARIO
4940,1453/2016 - 1DP-PONTA PORÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",22/04/2016,23:17:00,MS,PONTA PORÃ,5006606,JARDIM IVONE
4941,1452/2016 - 1DP-PONTA PORÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",22/04/2016,16:50:00,MS,PONTA PORÃ,5006606,DISTRITO  DE SANGA PUITA
4942,6241/2016 - DEPAC-CENTRO-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",22/04/2016,11:00:00,MS,CAMPO GRANDE,5002704,NOVA LIMA
4943,2463/2016 - 1DP-CORUMBA,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",22/04/2016,04:20:00,MS,CORUMBÁ,5003207,CERVEJARIA
4944,2372/2016 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",22/04/2016,02:00:00,MS,CAMPO GRANDE,5002704,JARDIM AERO RANCHO
4945,246/2016 - DP-PORTO MURTINHO,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",21/04/2016,22:00:00,MS,PORTO MURTINHO,5006903,""
4946,393/2016 - DP-BELA VISTA,"DESTRUICAO, SUBTRACAO OU OCULTACAO DE CADAVER, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",21/04/2016,06:10:00,MS,BELA VISTA,5002100,ZONA RURAL
4947,2479/2016 - 1DP-CORUMBA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",21/04/2016,06:00:00,MS,CORUMBÁ,5003207,""
4948,154/2016 - DP-TACURU,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",20/04/2016,23:00:00,MS,TACURU,5007950,""
4949,1149/2016 - 7DP-CG,"DESTRUICAO, SUBTRACAO OU OCULTACAO DE CADAVER, ASSOCIACAO CRIMINOSA, MORTE POR CAUSA INDETERMINADA (SEM INDICIO DE CRIME), HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","FATOS TIPICOS, FATOS TIPICOS, MORTE DECORRENTE DE FATO ATIPICO, FATOS ATIPICOS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",19/04/2016,12:30:00,MS,CAMPO GRANDE,5002704,CONJUNTO JOSE ABRAO
4950,4821/2016 - DEPAC-PIRATININGA-CG,HOMICIDIO QUALIFICADO POR MOTIVO FUTIL,"HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",18/04/2016,19:15:00,MS,CAMPO GRANDE,5002704,VILA SANTO EUGENIO
4951,4820/2016 - DEPAC-PIRATININGA-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",18/04/2016,18:30:00,MS,CAMPO GRANDE,5002704,VILA CIDADE MORENA
4952,1839/2016 - 1DP-DOURADOS,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",18/04/2016,06:30:00,MS,DOURADOS,5003702,""
4953,973/2016 - 1DP-AQUIDAUANA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",17/04/2016,20:00:00,MS,AQUIDAUANA,5001102,NOVA AQUIDAUANA
4954,4760/2016 - DEPAC-PIRATININGA-CG,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",17/04/2016,19:45:00,MS,CAMPO GRANDE,5002704,JARDIM JOQUEI CLUB
4955,142/2016 - DP-SANTA RITA PARDO,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",17/04/2016,16:00:00,MS,SANTA RITA DO PARDO,5007554,""
4956,1371/2016 - 1DP-PONTA PORÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",17/04/2016,06:20:00,MS,PONTA PORÃ,5006606,JARDIM IPANEMA
4957,153/2016 - DP-PARANHOS,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",17/04/2016,00:10:00,MS,PARANHOS,5006358,CENTRO
4958,500/2016 - DP-BONITO,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",17/04/2016,00:00:00,MS,BONITO,5002209,""
4959,5913/2016 - DEPAC-CENTRO-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",16/04/2016,12:00:00,MS,CAMPO GRANDE,5002704,JARDIM CARIOCA
4960,751/2016 - 2DP-DOURADOS,"ROUBO MAJORADO PELO EMPREGO DE ARMA (REVOGADO PELA LEI 13.654 DE 23/04/18), ROUBO QUALIFICADO, SE DA VIOLENCIA RESULTA MORTE, ROUBO MAJORADO PELO CONCURSO DE PESSOAS","FATOS TIPICOS, ROUBO, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, ROUBO, FATOS TIPICOS QUE RESULTAM EM MORTE, FATOS TIPICOS, ROUBO",15/04/2016,23:00:00,MS,DOURADOS,5003702,CENTRO
4961,1877/2016 - 1DP-DOURADOS,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",15/04/2016,23:00:00,MS,RIO BRILHANTE,5007208,""
4962,151/2016 - DP-PARANHOS,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",14/04/2016,20:00:00,MS,PARANHOS,5006358,""
4963,620/2016 - DP-MUNDO NOVO,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",14/04/2016,00:29:00,MS,MUNDO NOVO,5005681,CENTRO
4964,4531/2016 - DEPAC-PIRATININGA-CG,"HOMICIDIO SIMPLES, HOMICIDIO QUALIFICADO POR MOTIVO FUTIL NA FORMA TENTADA","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS",13/04/2016,02:50:00,MS,CAMPO GRANDE,5002704,UNIVERSITARIO
4965,412/2016 - 1DP-FATIMA DO SUL,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",12/04/2016,17:45:00,MS,FÁTIMA DO SUL,5003801,VILA EDUCACIONAL DOIS
4966,228/2016 - DP-SETE QUEDAS,HOMICIDIO QUALIFICADO POR MOTIVO FUTIL,"HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",11/04/2016,19:10:00,MS,SETE QUEDAS,5007703,CENTRO
4967,5565/2016 - DEPAC-CENTRO-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",10/04/2016,17:30:00,MS,CAMPO GRANDE,5002704,""
4968,4412/2016 - DEPAC-PIRATININGA-CG,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, PORTAR DROGAS, PARA CONSUMO PESSOAL","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, FATOS TIPICOS",10/04/2016,16:00:00,MS,CAMPO GRANDE,5002704,ZONA RURAL AREA 2 - RU DO SEGREDO
4969,780/2016 - 1DP-COXIM,HOMICIDIO QUALIFICADO POR MOTIVO FUTIL,"HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",10/04/2016,00:00:00,MS,COXIM,5003306,CENTRO
4970,5517/2016 - DEPAC-CENTRO-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",09/04/2016,21:15:00,MS,CAMPO GRANDE,5002704,JARDIM MONTEVIDEU
4971,1302/2016 - 1DP-PONTA PORÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",09/04/2016,20:45:00,MS,PONTA PORÃ,5006606,""
4972,5496/2016 - DEPAC-CENTRO-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",09/04/2016,13:05:00,MS,CAMPO GRANDE,5002704,CARANDA BOSQUE
4973,95/2016 - DAM-NOVA ANDRADINA,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",08/04/2016,17:40:00,MS,NOVA ANDRADINA,5006200,""
4974,4245/2016 - DEPAC-PIRATININGA-CG,"HOMICIDIO SIMPLES NA FORMA TENTADA, HOMICIDIO QUALIFICADO POR MOTIVO FUTIL","HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",06/04/2016,18:00:00,MS,CAMPO GRANDE,5002704,LOTEAMENTO VESPASIANO MARTINS
4975,516/2016 - DP-AMAMBAI,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",06/04/2016,18:00:00,MS,AMAMBAI,5000609,""
4976,1243/2016 - 1DP-PONTA PORÃ,"HOMICIDIO SIMPLES, HOMICIDIO SIMPLES NA FORMA TENTADA","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS",06/04/2016,12:23:00,MS,PONTA PORÃ,5006606,CENTRO
4977,870/2016 - 1DP-AQUIDAUANA,"HOMICIDIO SIMPLES, PORTAR DROGAS, PARA CONSUMO PESSOAL","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS",05/04/2016,18:00:00,MS,AQUIDAUANA,5001102,""
4978,136/2016 - DP-ARAL MOREIRA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",05/04/2016,16:00:00,MS,ARAL MOREIRA,5001243,""
4979,1631/2016 - 1DP-DOURADOS,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",05/04/2016,10:29:00,MS,DOURADOS,5003702,""
4980,271/2016 - DP-CAMAPUÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",05/04/2016,04:12:00,MS,CAMAPUÃ,5002605,CENTRO
4981,1587/2016 - 1DP-DOURADOS,"HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO","CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS",04/04/2016,06:20:00,MS,DOURADOS,5003702,CENTRO
4982,393/2016 - DP-RIO VERDE,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",03/04/2016,22:30:00,MS,RIO VERDE DE MATO GROSSO,5007406,CENTRO
4983,1313/2016 - DEPAC-TL,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",03/04/2016,22:20:00,MS,TRÊS LAGOAS,5008305,SANTA LUZIA
4984,1308/2016 - DEPAC-TL,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",03/04/2016,18:50:00,MS,TRÊS LAGOAS,5008305,JARDIM NOVA IPANEMA
4985,1187/2016 - 1DP-PONTA PORÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",03/04/2016,03:00:00,MS,PONTA PORÃ,5006606,ZONA RURAL
4986,407/2016 - DP-CAARAPO,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",02/04/2016,23:00:00,MS,CAARAPÓ,5002407,VILA PLANALTO
4987,487/2016 - DP-APARECIDA,HOMICIDIO QUALIFICADO POR MOTIVO FUTIL,"HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",02/04/2016,22:00:00,MS,APARECIDA DO TABOADO,5001003,VILA SAO LUIZ
4988,5147/2016 - DEPAC-CENTRO-CG,"LESAO CORPORAL DOLOSA, HOMICIDIO SIMPLES NA FORMA TENTADA, HOMICIDIO DOLOSO, SE O CRIME É PRATICADO EM CONCURSO DE DUAS OU MAIS PESSOAS","LESAO CORPORAL DOLOSA, FATOS TIPICOS, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO",02/04/2016,16:40:00,MS,CAMPO GRANDE,5002704,JARDIM VIDA NOVA
4989,555/2016 - DP-MUNDO NOVO,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",02/04/2016,14:42:00,MS,MUNDO NOVO,5005681,UNIVERSITARIO
4990,1274/2016 - DEPAC-TL,"HOMICIDIO SIMPLES, POSSE IRREGULAR DE ARMA DE FOGO DE USO PERMITIDO, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",02/04/2016,04:15:00,MS,TRÊS LAGOAS,5008305,JARDIM ALVORADA
4991,1156/2016 - DEPAC-DDOS,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",02/04/2016,03:30:00,MS,DOURADOS,5003702,PARQUE DAS NACOES II
4992,5014/2016 - DEPAC-CENTRO-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",30/03/2016,18:40:00,MS,CAMPO GRANDE,5002704,VILA SANTA LUZIA
4993,1141/2016 - 1DP-PONTA PORÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",29/03/2016,22:20:00,MS,PONTA PORÃ,5006606,CENTRO
4994,226/2016 - DP-BATAYPORÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",27/03/2016,01:40:00,MS,BATAYPORÃ,5002001,""
4995,4820/2016 - DEPAC-CENTRO-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",26/03/2016,23:00:00,MS,CAMPO GRANDE,5002704,JARDIM NOROESTE
4996,185/2016 - DP-CORONEL SAPUCAIA,"LESAO CORPORAL DOLOSA, LESAO CORPORAL SEGUIDA DE MORTE","LESAO CORPORAL DOLOSA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, LESAO CORPORAL DOLOSA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS",26/03/2016,22:45:00,MS,CORONEL SAPUCAIA,5003157,JARDIM DA LAGOA
4997,607/2016 - DP-MARACAJU,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",25/03/2016,20:35:00,MS,MARACAJU,5005400,LOTEAMENTO FORTALEZA I
4998,124/2016 - DP-ARAL MOREIRA,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",25/03/2016,19:00:00,MS,ARAL MOREIRA,5001243,CENTRO
4999,497/2016 - DP-MUNDO NOVO,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",25/03/2016,03:00:00,MS,JAPORÃ,5004809,ZONA RURAL
5000,3520/2016 - DEPAC-PIRATININGA-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",20/03/2016,21:30:00,MS,CAMPO GRANDE,5002704,ZONA RURAL AREA 2 - RU DO SEGREDO
5001,4495/2016 - DEPAC-CENTRO-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",20/03/2016,15:00:00,MS,CAMPO GRANDE,5002704,NOVA LIMA
5002,188/2016 - DP-AGUA CLARA,"HOMICIDIO SIMPLES NA FORMA TENTADA, HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE","HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO",20/03/2016,02:30:00,MS,ÁGUA CLARA,5000203,""
5003,4434/2016 - DEPAC-CENTRO-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",19/03/2016,17:00:00,MS,CAMPO GRANDE,5002704,CORONEL ANTONINO
