_id,Nº/ANO,FATO,FATO AGRUPADO,DATA DO FATO,HORA DO FATO,UF,MUNICÍPIO,CÓDIGO IBGE,BAIRRO,SUBTIPO_FEMINICIDIO,TENTADO,ENVOLVE_VD,DESC_MEDIDA_PROTETIVA,ANO,MES
3687,408/2018 - DAM-DOURADOS,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",25/06/2018,15:25:00,MS,Dourados,5003702,PARQUE DAS NACOES I,FEMINICÍDIO TENTADO,True,True,False,2018,6
3721,3178/2018 - 1DEAM,"ESTUPRO, FEMINICIDIO - REVOGADO","FATOS TIPICOS, ESTUPRO, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",31/05/2018,14:30:00,MS,Campo Grande,5002704,JARDIM TIJUCA,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2018,5
3745,2943/2018 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, FEMINICIDIO, PROJETO ACOLHIDA",18/05/2018,12:00:00,MS,Campo Grande,5002704,JARDIM ITAMARACA,FEMINICÍDIO MAJORADO,False,True,False,2018,5
3773,655/2018 - DP-RIO BRILHANTE,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",01/05/2018,16:50:00,MS,Rio Brilhante,5007208,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2018,5
3777,1011/2018 - DP-SIDROLANDIA,"FEMINICIDIO - REVOGADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO","FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, FEMINICIDIO, PROJETO ACOLHIDA",27/04/2018,00:00:00,MS,Sidrolândia,5007901,SAO BENTO,FEMINICÍDIO MAJORADO,False,True,False,2018,4
3802,636/2018 - DP-MARACAJU,"FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO","CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, FEMINICIDIO, PROJETO ACOLHIDA",10/04/2018,23:00:00,MS,Maracaju,5005400,VILA ADRIEN,FEMINICÍDIO MAJORADO,False,False,False,2018,4
3806,419/2018 - DP-BELA VISTA,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",08/04/2018,17:30:00,MS,Bela Vista,5002100,,FEMINICÍDIO TENTADO,True,True,False,2018,4
3811,493/2018 - DP-AMAMBAI,"MORTE POR CAUSA INDETERMINADA (SEM INDICIO DE CRIME), FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FATOS ATIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",03/04/2018,12:00:00,MS,Amambai,5000609,ZONA RURAL,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2018,4
3815,160/2018 - DP-SETE QUEDAS,"SUICIDIO, FEMINICIDIO - REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",01/04/2018,16:20:00,MS,Sete Quedas,5007703,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2018,4
3838,610/2018 - 1DP-AQUIDAUANA,"HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, FEMINICIDIO - REVOGADO","HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",17/03/2018,08:00:00,MS,Aquidauana,5001102,SANTA TEREZINHA,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2018,3
3875,139/2018 - DP-ELDORADO,"SUICIDIO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",17/02/2018,13:36:00,MS,Eldorado,5003751,CENTRO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2018,2
3890,95/2018 - DAM-TRÊS LAGOAS,"SUICIDIO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",09/02/2018,16:05:00,MS,Três Lagoas,5008305,JARDIM ALVORADA,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2018,2
3907,188/2018 - 1DP-BATAGUASSU,"LESAO CORPORAL DOLOSA, CONDUZIR VEICULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUENCIA DE ALCOOL OU DE OUTRA SUBSTANCIA PSICOATIVA QUE DETERMINE DEPENDENCIA, MORTE POR CAUSA INDETERMINADA (SEM INDICIO DE CRIME), FEMINICIDIO - REVOGADO","LESAO CORPORAL DOLOSA, FATOS TIPICOS, FATOS TIPICOS, CRIMES DE TRANSITO (ART. 304 AO 312 DA LEI 9.503/97), MORTE DECORRENTE DE FATO ATIPICO, FATOS ATIPICOS, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",31/01/2018,01:45:00,MS,Bataguassu,5001904,CENTRO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2018,1
3913,452/2018 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",22/01/2018,18:30:00,MS,Campo Grande,5002704,JARDIM SANTA EMILIA,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2018,1
3922,156/2018 - DEPAC-TL,FEMINICIDIO - REVOGADO,"FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",14/01/2018,18:00:00,MS,Três Lagoas,5008305,JARDIM SANTA JULIA,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2018,1
3928,51/2018 - DP-MARACAJU,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",09/01/2018,20:00:00,MS,Maracaju,5005400,DISTRITO - VISTA ALEGRE,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2018,1
3960,1991/2017 - DP-CASSILÂNDIA,FEMINICIDIO - REVOGADO,"FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",17/12/2017,03:00:00,MS,Cassilândia,5002902,CENTRO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2017,12
3977,4857/2017 - DEPAC-DDOS,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",06/12/2017,17:00:00,MS,Dourados,5003702,PARQUE ALVORADA,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2017,12
4037,6058/2017 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",02/11/2017,02:00:00,MS,Campo Grande,5002704,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2017,11
4042,4324/2017 - DEPAC-DDOS,FEMINICIDIO - REVOGADO,"FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",30/10/2017,23:00:00,MS,Dourados,5003702,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2017,10
4064,927/2017 - DP-ITAQUIRAI,FEMINICIDIO - REVOGADO,"FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",18/10/2017,10:30:00,MS,Itaquiraí,5004601,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2017,10
4102,974/2017 - DP-BELA VISTA,"HOMICIDIO SIMPLES, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",23/09/2017,17:58:00,MS,Bela Vista,5002100,,FEMINICÍDIO TENTADO,True,True,False,2017,9
4115,5049/2017 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",15/09/2017,19:00:00,MS,Campo Grande,5002704,JARDIM MONUMENTO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2017,9
4138,348/2017 - DP-INOCÊNCIA,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",31/08/2017,20:50:00,MS,Inocência,5004403,CENTRO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2017,8
4145,3269/2017 - DEPAC-DDOS,FEMINICIDIO - REVOGADO,"FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",26/08/2017,23:40:00,MS,Dourados,5003702,JARDIM NOVO HORIZONTE,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2017,8
4148,173/2017 - DP-CARACOL,"SUICIDIO, FEMINICIDIO - REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",23/08/2017,16:00:00,MS,Caracol,5002803,VILAS BOAS,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2017,8
4150,1357/2017 - DP-CASSILÂNDIA,"SUICIDIO, FEMINICIDIO - REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",22/08/2017,07:40:00,MS,Cassilândia,5002902,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2017,8
4213,244/2017 - DP-PEDRO GOMES,"FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO","CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, FEMINICIDIO, PROJETO ACOLHIDA",16/07/2017,16:00:00,MS,Pedro Gomes,5006408,,FEMINICÍDIO MAJORADO,False,False,False,2017,7
4217,2195/2017 - 1DP-PARANAIBA,"SUICIDIO (TENTATIVA), FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",13/07/2017,22:30:00,MS,Paranaíba,5006309,DE LOURDES,FEMINICÍDIO TENTADO,True,True,False,2017,7
4242,1350/2017 - DP-IVINHEMA,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",30/06/2017,20:50:00,MS,Ivinhema,5004700,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2017,6
4250,2054/2017 - DEPAC-TL,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",25/06/2017,15:54:00,MS,Três Lagoas,5008305,JARDIM DAS OLIVEIRAS,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2017,6
4259,1999/2017 - DEPAC-TL,"HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, FEMINICIDIO MAJORADO, SE PRATICADO CONTRA PESSOA MAIOR DE 60 (SESSENTA) ANOS, COM DEFICIENCIA OU COM DOENÇAS DEGENERATIVAS QUE ACARRETEM CONDIÇAO LIMITANTE OU DE VULNERABILIDADE FISICA OU MENTAL - REVOGADO","HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS",21/06/2017,20:20:00,MS,Três Lagoas,5008305,SANTOS DUMONT,FEMINICÍDIO MAJORADO,False,False,False,2017,6
4280,917/2017 - DP-RIO BRILHANTE,"POSSE IRREGULAR DE ARMA DE FOGO DE USO PERMITIDO, FEMINICIDIO - REVOGADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",07/06/2017,18:30:00,MS,Rio Brilhante,5007208,BENEDITO RONDON,FEMINICÍDIO TENTADO,True,True,False,2017,6
4283,3113/2017 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",04/06/2017,18:30:00,MS,Campo Grande,5002704,PORTAL CAIOBA,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2017,6
4292,2934/2017 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",26/05/2017,05:30:00,MS,Campo Grande,5002704,ZONA RURAL AREA 2 - RU DO SEGREDO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2017,5
4300,1319/2017 - 1DP-AQUIDAUANA,"CONSTRANGIMENTO ILEGAL, FURTO QUALIFICADO COM ABUSO DE CONFIANCA, OU MEDIANTE FRAUDE OU ESCALADA E DESTREZA, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FATOS TIPICOS, FATOS TIPICOS, FURTO, FURTO (SEM ART. 155, § 3° DO CP), FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",21/05/2017,15:00:00,MS,Aquidauana,5001102,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2017,5
4347,1299/2017 - DEPAC-TL,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",23/04/2017,08:15:00,MS,Três Lagoas,5008305,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2017,4
4352,1244/2017 - DEPAC-TL,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, NA FORMA TENTADA, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",19/04/2017,21:15:00,MS,Três Lagoas,5008305,,FEMINICÍDIO TENTADO,True,True,False,2017,4
4386,1167/2017 - DEPAC-DDOS,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",26/03/2017,22:00:00,MS,Dourados,5003702,JARDIM FLORIDA,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2017,3
4392,1704/2017 - 1DEAM,"HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE, NA FORMA TENTADA, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, NA FORMA TENTADA, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","FATOS TIPICOS, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",23/03/2017,14:45:00,MS,Campo Grande,5002704,MONTE CASTELO,FEMINICÍDIO TENTADO,True,True,False,2017,3
4399,578/2017 - 1DP-COXIM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",20/03/2017,00:30:00,MS,Coxim,5003306,NOVA COXIM,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2017,3
4451,1915/2017 - DEPAC-PIRATININGA-CG,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",13/02/2017,07:00:00,MS,Campo Grande,5002704,VILA MARCOS ROBERTO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2017,2
4459,432/2017 - DEPAC-TL,"DESTRUICAO, SUBTRACAO OU OCULTACAO DE CADAVER, DESAPARECIMENTO DE PESSOA, FEMINICIDIO - REVOGADO","FATOS TIPICOS, FATOS ATIPICOS, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",10/02/2017,10:00:00,MS,Três Lagoas,5008305,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2017,2
4483,229/2017 - DP-MARACAJU,FEMINICIDIO - REVOGADO,"FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",31/01/2017,02:30:00,MS,Rio Brilhante,5007208,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2017,1
4505,202/2017 - 1DP-PARANAIBA,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, FEMINICIDIO - REVOGADO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",18/01/2017,21:30:00,MS,Paranaíba,5006309,DE LOURDES,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2017,1
4534,7310/2016 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",29/12/2016,22:38:00,MS,Campo Grande,5002704,JARDIM VIDA NOVA,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,12
4535,2685/2016 - 1DP-COXIM,FEMINICIDIO - REVOGADO,"FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",29/12/2016,08:15:00,MS,Coxim,5003306,SENHOR DIVINO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2016,12
4545,663/2016 - DP-SETE QUEDAS,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",24/12/2016,21:40:00,MS,Sete Quedas,5007703,CENTRO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,12
4553,3874/2016 - 1DP-PARANAIBA,"POSSE IRREGULAR DE ARMA DE FOGO DE USO PERMITIDO, PERMITIR, CONFIAR OU ENTREGAR A DIREÇAO DE VEICULO AUTOMOTOR A PESSOA NAO HABILITADA, COM HABILITAÇAO CASSADA OU COM O DIREITO DE DIRIGIR SUSPENSO, OU, AINDA, A QUEM, POR SEU ESTADO DE SAUDE, FISICA OU MENTAL, OU POR EMBRIAGUEZ, NAO ESTEJA EM CONDIÇOES DE CONDUZI-LO COM SEGURANÇA, HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 (DEZOITO) ANOS, COM ELE PRATICANDO INFRACAO PENAL OU INDUZINDO-O A PRATICA-LA, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, CRIMES DE TRANSITO (ART. 304 AO 312 DA LEI 9.503/97), FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, CORRUPCAO DE MENOR, FATOS TIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",17/12/2016,22:00:00,MS,Paranaíba,5006309,SANTO ANTONIO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,12
4558,1303/2016 - 2DP-PONTA PORA,FEMINICIDIO - REVOGADO,"FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",14/12/2016,09:10:00,MS,Ponta Porã,5006606,SAO DOMINGOS,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2016,12
4573,4187/2016 - DEPAC-TL,FEMINICIDIO - REVOGADO,"FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",04/12/2016,14:10:00,MS,Três Lagoas,5008305,JARDIM DAS OLIVEIRAS,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2016,12
