_id,Nº/ANO,FATO,FATO AGRUPADO,DATA DO FATO,HORA DO FATO,UF,MUNICÍPIO,CÓDIGO IBGE,BAIRRO,SUBTIPO_FEMINICIDIO,TENTADO,ENVOLVE_VD,DESC_MEDIDA_PROTETIVA,ANO,MES
4632,6263/2016 - 1DEAM,"EXPOR A PERIGO A INTEGRIDADE E A SAUDE, FISICA OU PSIQUICA, DA PESSOA IDOSA, SUBMETENDO-A A CONDIÇOES DESUMANAS OU DEGRADANTES OU PRIVANDO-A DE ALIMENTOS E CUIDADOS INDISPENSAVEIS, QUANDO OBRIGADO A FAZE-LO, OU SUJEITANDO-A A TRABALHO EXCESSIVO OU INADEQUADO, SE RESULTA MORTE, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FATOS TIPICOS QUE RESULTAM EM MORTE, FATOS TIPICOS, ESTATUTO DO IDOSO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",10/11/2016,16:30:00,MS,Campo Grande,5002704,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,11
4638,820/2016 - DP-CAMAPUÃ,"FEMINICIDIO MAJORADO, SE PRATICADO CONTRA PESSOA MAIOR DE 60 (SESSENTA) ANOS, COM DEFICIENCIA OU COM DOENÇAS DEGENERATIVAS QUE ACARRETEM CONDIÇAO LIMITANTE OU DE VULNERABILIDADE FISICA OU MENTAL - REVOGADO","FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS",05/11/2016,22:30:00,MS,Camapuã,5002605,VILA INDUSTRIAL,FEMINICÍDIO MAJORADO,False,False,False,2016,11
4675,15913/2016 - DEPAC-CENTRO-CG,FEMINICIDIO - REVOGADO,"FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",16/10/2016,18:00:00,MS,Campo Grande,5002704,VILA NOSSA SENHORA DAS GRACAS,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2016,10
4679,5709/2016 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",15/10/2016,19:43:00,MS,Campo Grande,5002704,VILA MORENINHA II,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,10
4683,759/2016 - DP-CAMAPUÃ,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",12/10/2016,15:10:00,MS,Figueirão,5003900,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,10
4696,294/2016 - DAM-PONTA PORÃ,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",03/10/2016,06:30:00,MS,Ponta Porã,5006606,JARDIM AMERICA,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,10
4708,883/2016 - DP-RIBAS RIO PARDO,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO, FEMINICIDIO MAJORADO, SE PRATICADO NA PRESENÇA DE DESCENDENTE OU DE ASCENDENTE DA VITIMA - REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS, FEMINICIDIO, PROJETO ACOLHIDA",24/09/2016,20:10:00,MS,Ribas Do Rio Pardo,5007109,,FEMINICÍDIO MAJORADO,False,True,False,2016,9
4734,326/2016 - DP-SANTA RITA PARDO,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",03/09/2016,21:30:00,MS,Santa Rita Do Pardo,5007554,NOVO HORIZONTE,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,9
4736,471/2016 - DP-SETE QUEDAS,FEMINICIDIO - REVOGADO,"FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",03/09/2016,04:50:00,MS,Sete Quedas,5007703,CENTRO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2016,9
4743,13590/2016 - DEPAC-CENTRO-CG,"DESTRUICAO, SUBTRACAO OU OCULTACAO DE CADAVER, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FATOS TIPICOS, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",31/08/2016,20:30:00,MS,Campo Grande,5002704,VILA SANTA LUZIA,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,8
4749,1452/2016 - DP-CASSILÂNDIA,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",26/08/2016,15:00:00,MS,Cassilândia,5002902,CENTRO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,8
4771,10112/2016 - DEPAC-PIRATININGA-CG,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",08/08/2016,03:30:00,MS,Campo Grande,5002704,PARQUE DO LAGEADO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,8
4783,560/2016 - DAM-DOURADOS,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",01/08/2016,00:00:00,MS,Dourados,5003702,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,8
4784,11784/2016 - DEPAC-CENTRO-CG,"HOMICIDIO SIMPLES, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA REVOGADO","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, VIOLENCIA DOMESTICA, FATOS TIPICOS, FEMINICIDIO NA FORMA TENTADA",31/07/2016,18:40:00,MS,Campo Grande,5002704,CONJUNTO RESIDENCIAL MATA DO JACINTO,FEMINICÍDIO TENTADO,True,True,False,2016,7
4834,416/2016 - DAM-TRÊS LAGOAS,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",29/06/2016,09:00:00,MS,Três Lagoas,5008305,NOVO IPANEMA,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,6
4838,287/2016 - DP-PEDRO GOMES,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",28/06/2016,22:20:00,MS,Pedro Gomes,5006408,VILA NOVA ERA,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,6
4872,206/2016 - DP-ANAURILÂNDIA,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",04/06/2016,20:00:00,MS,Anaurilândia,5000807,VILA QUEBRACHO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,6
4883,173/2016 - DP-JUTI,FEMINICIDIO - REVOGADO,"FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",29/05/2016,23:00:00,MS,Juti,5005152,CENTRO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2016,5
4895,898/2016 - 1DP-BATAGUASSU,FEMINICIDIO - REVOGADO,"FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",21/05/2016,23:40:00,MS,Bataguassu,5001904,CENTRO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2016,5
4925,461/2016 - DP-ANASTACIO,"HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO, FEMINICIDIO - REVOGADO","HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS, FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",01/05/2016,03:50:00,MS,Anastácio,5000708,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,False,False,2016,5
4944,2372/2016 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",22/04/2016,02:00:00,MS,Campo Grande,5002704,JARDIM AERO RANCHO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,4
4948,154/2016 - DP-TACURU,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",20/04/2016,23:00:00,MS,Tacuru,5007950,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,4
4973,95/2016 - DAM-NOVA ANDRADINA,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",08/04/2016,17:40:00,MS,Nova Andradina,5006200,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,4
4975,516/2016 - DP-AMAMBAI,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",06/04/2016,18:00:00,MS,Amambai,5000609,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,4
5054,30/2016 - DP-CARACOL,"SUICIDIO (TENTATIVA), FEMINICIDIO - REVOGADO","FEMINICIDIO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",23/02/2016,16:29:00,MS,Caracol,5002803,CENTRO,FEMINICÍDIO TENTADO,True,False,False,2016,2
5063,213/2016 - DP-BONITO,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",15/02/2016,00:00:00,MS,Bonito,5002209,JARDIM ANDREIA,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,2
5079,466/2016 - 1DP-NAVIRAÍ,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",07/02/2016,02:30:00,MS,Navirai,5005707,RESIDENCIAL SOL NASCENTE,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,2
5124,32/2016 - DP-NIOAQUE,"SUICIDIO, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","MORTE DECORRENTE DE FATO ATIPICO, FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",17/01/2016,14:00:00,MS,Nioaque,5005806,,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,1
5143,85/2016 - 1DEAM,"FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR REVOGADO","FEMINICIDIO, VIOLENCIA DOMESTICA, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS",05/01/2016,16:45:00,MS,Campo Grande,5002704,CONJUNTO AERO RANCHO,FEMINICÍDIO (LEGISLAÇÃO REVOGADA),False,True,False,2016,1
